weight,age,voted,party,registered,method_vote
1.08174859961312,74,yes,Republican,Yes,Voted by mail or absentee
0.700525083518647,44,yes,Independent,Yes,In person on election day
0.473296231834474,78,yes,Independent,Yes,Voted by mail or absentee
1.63342834136169,55,yes,Independent,Yes,In person early
0.738953961662238,70,yes,Republican,Yes,In person on election day
0.335068207766878,70,yes,Republican,Yes,In person early
0.596495051189387,74,yes,Independent,Yes,In person early
0.101276740374247,77,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.189365579715731,64,yes,Democrat,Yes,In person early
0.632379386449514,69,yes,Independent,Yes,Voted by mail or absentee
0.876517775118018,60,yes,Independent,Yes,In person early
2.01359243868933,45,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.349635714307234,64,yes,Democrat,Yes,In person early
0.308115167359672,74,yes,Independent,Yes,In person early
0.33403595238426,54,yes,Independent,Yes,In person on election day
1.02377416117943,54,yes,Independent,Yes,In person on election day
0.308115167359672,74,yes,Independent,Yes,In person early
0.212754997281561,55,yes,Republican,Yes,Voted by mail or absentee
0.308115167359672,73,yes,Democrat,Yes,In person early
0.376748951674884,70,yes,Democrat,Yes,In person early
0.937445215961903,67,yes,Republican,Yes,In person on election day
1.52979570123869,55,yes,Republican,Yes,Voted by mail or absentee
1.33227846939496,53,yes,Independent,Yes,In person on election day
0.494814389853799,65,yes,Republican,Yes,Voted by mail or absentee
0.424972896804477,82,yes,Republican,Yes,In person early
1.62914229722831,67,yes,Republican,Yes,In person early
2.05975756854358,56,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.33154188226004,43,yes,Republican,Yes,In person on election day
0.254094795640099,80,yes,Republican,Yes,In person on election day
1.12846738323891,67,yes,Republican,Yes,Voted by mail or absentee
0.361918382690301,68,yes,Independent,Yes,In person early
0.217050911065339,83,yes,Republican,Yes,Voted by mail or absentee
0.590337719383085,80,yes,Independent,Yes,In person on election day
0.383050752187326,71,yes,Independent,Yes,Voted by mail or absentee
0.191993633111679,70,yes,Independent,Yes,In person early
0.944550670771872,68,yes,Republican,Yes,In person on election day
0.383050752187326,79,yes,Republican,Yes,In person on election day
1.93684390915131,48,yes,Independent,Yes,In person on election day
0.939126036484617,72,yes,Independent,Yes,In person early
0.525484837711045,67,yes,Independent,Yes,Voted by mail or absentee
0.272132586911361,70,yes,Republican,Yes,In person early
0.832236170451904,68,yes,Independent,Yes,Voted by mail or absentee
2.95693739242169,47,yes,Republican,Yes,Voted by mail or absentee
0.790545760056087,64,yes,Independent,Yes,Voted by mail or absentee
0.572302467257045,61,yes,Republican,Yes,In person early
1.44953340211417,72,yes,Republican,Yes,In person early
0.217050911065339,78,yes,Independent,Yes,Voted by mail or absentee
1.76471186884688,45,yes,Independent,Yes,Voted by mail or absentee
1.16627336540661,63,yes,Independent,Yes,In person early
0.731276667393572,51,yes,Independent,Yes,In person on election day
0.700372728549626,81,yes,Independent,Yes,In person early
1.37349149041561,35,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.10696372901833,64,yes,Independent,Yes,In person on election day
0.478727932327708,85,yes,Republican,Yes,Voted by mail or absentee
0.191993633111679,81,yes,Independent,Yes,Voted by mail or absentee
0.387074063601443,79,yes,Independent,Yes,Voted by mail or absentee
0.90724464023881,73,yes,Democrat,Yes,Voted by mail or absentee
0.286996119626652,60,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
1.33020990237852,41,yes,Independent,Yes,Voted by mail or absentee
1.57459712694368,71,yes,Independent,Yes,In person early
0.573328594134421,77,yes,Democrat,Yes,In person early
0.191993633111679,73,yes,Republican,Yes,Voted by mail or absentee
0.903514465400628,70,yes,Independent,Yes,In person on election day
0.383050752187326,70,yes,Democrat,Yes,Voted by mail or absentee
0.420180828344536,59,yes,Independent,Yes,Voted by mail or absentee
0.589397277346433,79,yes,Republican,Yes,Voted by mail or absentee
0.770677630479078,55,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
0.894154435688249,69,yes,Independent,Yes,In person on election day
0.505886657194817,90,yes,Independent,Yes,In person on election day
0.206007271136738,76,yes,Independent,Yes,Voted by mail or absentee
0.704138226520934,66,yes,Republican,Yes,Voted by mail or absentee
0.401661928044622,69,yes,Democrat,Yes,In person early
0.514391969170033,67,yes,Independent,Yes,Voted by mail or absentee
0.92989049663356,70,yes,Republican,Yes,In person early
0.691804461635817,42,yes,Independent,Yes,In person early
0.681914525871943,73,yes,Democrat,Yes,Voted by mail or absentee
0.595427461659562,66,yes,Independent,Yes,In person early
0.329076818642192,72,yes,Democrat,Yes,In person early
0.478727932327708,77,yes,Independent,Yes,Voted by mail or absentee
0.334468512413705,62,yes,Independent,Yes,In person early
0.363797062746897,60,yes,Independent,Yes,Voted by mail or absentee
0.503380874135046,60,yes,Republican,Yes,In person early
0.349635714307234,63,yes,Democrat,Yes,In person early
0.878615787311755,63,yes,Independent,Yes,Voted by mail or absentee
0.329076818642192,80,yes,Independent,Yes,In person early
0.206007271136738,75,yes,Democrat,Yes,Voted by mail or absentee
3.67503479833063,47,yes,Independent,Yes,Voted by mail or absentee
0.475810899495141,60,yes,Republican,Yes,Voted by mail or absentee
0.629495076816916,74,yes,Independent,Yes,In person on election day
0.641452162751306,81,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
2.92381767866516,45,yes,Independent,Yes,In person on election day
0.272132586911361,71,yes,Democrat,Yes,In person early
0.655430578440577,70,yes,Independent,Yes,Voted by mail or absentee
1.02524432439994,74,yes,Independent,Yes,Voted by mail or absentee
1.82585266854461,60,yes,Independent,Yes,In person early
0.383050752187326,71,yes,Independent,Yes,In person on election day
0.262494274071063,69,yes,Republican,Yes,In person on election day
0.191993633111679,70,yes,Democrat,Yes,Voted by mail or absentee
1.28483664776684,80,yes,Democrat,Yes,In person on election day
0.966457869249166,46,yes,Independent,Yes,Voted by mail or absentee
0.446162480054557,81,yes,Republican,Yes,Voted by mail or absentee
0.143743095744697,64,yes,Republican,Yes,Voted by mail or absentee
0.561244282980588,71,yes,Independent,Yes,Voted by mail or absentee
0.854606090723813,74,yes,Democrat,Yes,Voted by mail or absentee
0.349635714307234,63,yes,Republican,Yes,In person early
0.430440022641163,72,yes,Independent,Yes,Voted by mail or absentee
0.272132586911361,74,yes,Democrat,Yes,In person early
0.531806336100175,72,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.466998645797005,89,yes,Republican,Yes,In person on election day
0.748176338771394,70,yes,Independent,Yes,Voted by mail or absentee
1.21244967553293,55,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
0.333865460401403,56,yes,Independent,Yes,In person on election day
1.21180315916587,70,yes,Republican,Yes,Voted by mail or absentee
0.856948500260085,64,yes,Independent,Yes,Voted by mail or absentee
1.19111005740971,76,yes,Independent,Yes,Voted by mail or absentee
0.400286137980978,59,yes,Democrat,Yes,In person early
0.251560393835326,79,yes,Independent,Yes,In person on election day
0.424500129676868,65,yes,Independent,Yes,In person early
0.667537503466107,62,yes,Republican,Yes,In person early
0.447832789025526,76,yes,Democrat,Yes,In person on election day
0.184947111370577,74,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.200244811358494,86,yes,Republican,Yes,In person early
0.526657375540675,50,yes,Independent,Yes,Voted by mail or absentee
0.901490725035851,54,yes,Republican,Yes,In person early
0.141171186276521,69,yes,Independent,Yes,In person early
1.09050050821914,73,yes,Democrat,Yes,Voted by mail or absentee
0.314394336804318,84,yes,Independent,Yes,Voted by mail or absentee
0.61150209134259,81,NAorMissing,NAorMissing,Yes,In person early
0.968668777776327,46,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.232178217952494,61,yes,Republican,Yes,In person early
1.34065331476062,57,yes,Democrat,Yes,Voted by mail or absentee
0.329076818642192,72,yes,Democrat,Yes,In person early
1.01121131607341,69,yes,Republican,Yes,In person on election day
0.174551925364235,76,yes,Republican,Yes,In person on election day
1.01025315172365,64,yes,Democrat,Yes,In person early
1.34065331476062,54,yes,Independent,Yes,In person on election day
0.854606090723813,70,yes,Independent,Yes,Voted by mail or absentee
1.03196565566744,56,yes,Independent,Yes,Voted by mail or absentee
1.33200014674954,66,yes,Independent,Yes,In person early
1.08291248342486,63,yes,Republican,Yes,In person on election day
0.751327882679524,68,yes,Independent,Yes,In person on election day
1.42447170080723,52,yes,Independent,Yes,In person on election day
0.698575405755251,74,yes,Independent,Yes,In person on election day
1.63904216736346,56,yes,Independent,Yes,In person on election day
0.762730667429305,73,yes,Independent,Yes,In person on election day
0.225624910197905,62,yes,Democrat,Yes,In person early
0.431375874546139,68,yes,Independent,Yes,In person early
0.919064942753893,60,NAorMissing,NAorMissing,Yes,In person early
0.449951636549435,74,yes,Independent,Yes,Voted by mail or absentee
0.715371803484107,59,yes,Independent,Yes,Voted by mail or absentee
0.163984029911553,81,yes,Republican,Yes,In person early
0.242441027117781,62,NAorMissing,NAorMissing,Yes,In person early
0.841964984450262,53,yes,Republican,Yes,In person on election day
0.644028367136064,76,yes,Republican,Yes,In person early
0.234929713796672,66,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.991338211314404,75,yes,Independent,Yes,Voted by mail or absentee
0.710490505547088,71,yes,Republican,Yes,In person early
0.46580490681188,66,yes,Independent,Yes,Voted by mail or absentee
1.23664478815931,52,yes,Independent,Yes,Voted by mail or absentee
0.217050911065339,86,yes,Republican,Yes,In person on election day
0.356993737030726,90,yes,Independent,Yes,In person on election day
0.250261313817035,78,yes,Democrat,Yes,In person early
0.191993633111679,79,yes,Independent,Yes,Voted by mail or absentee
3.19780382390802,49,yes,Independent,Yes,Voted by mail or absentee
0.65390256223826,84,yes,Democrat,Yes,In person early
0.281980771800823,53,yes,Republican,Yes,In person early
0.152943425388414,80,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.13529087193844,92,yes,Republican,Yes,Voted by mail or absentee
0.251560393835326,70,yes,Independent,Yes,Voted by mail or absentee
0.447832789025526,79,yes,Independent,Yes,Voted by mail or absentee
0.492259124786743,62,yes,Republican,Yes,In person early
0.911615636664476,66,yes,Independent,Yes,In person early
0.474667431066243,57,yes,Independent,Yes,In person on election day
0.598537076472116,66,yes,Independent,Yes,Voted by mail or absentee
0.635527312076677,72,yes,Independent,Yes,Voted by mail or absentee
0.993416375830822,56,yes,Independent,Yes,In person on election day
0.559771771926427,68,yes,Independent,Yes,Voted by mail or absentee
1.93671318257433,48,yes,Independent,Yes,In person on election day
0.183860219479987,70,yes,Independent,Yes,Voted by mail or absentee
0.667537503466107,63,yes,Independent,Yes,Voted by mail or absentee
2.70815900399016,44,yes,Independent,Yes,In person early
0.47285764913283,54,yes,Democrat,Yes,In person early
0.533878249150145,78,yes,Republican,Yes,Voted by mail or absentee
0.225624910197905,63,yes,Independent,Yes,In person early
0.900419822902609,70,yes,Independent,Yes,Voted by mail or absentee
0.121342594381883,68,yes,Democrat,Yes,In person early
0.504391584291146,79,yes,Republican,Yes,Voted by mail or absentee
0.632379386449514,67,yes,Independent,Yes,Voted by mail or absentee
0.503380874135046,61,yes,Democrat,Yes,In person early
1.1246238442869,57,yes,Independent,Yes,Voted by mail or absentee
0.578145478877984,53,no,NAorMissing,Yes,In person on election day
1.05432716731446,63,yes,Republican,Yes,In person on election day
0.484455814061983,81,yes,Republican,Yes,In person early
0.751327882679524,64,yes,Democrat,Yes,In person early
0.167278519343533,79,yes,Republican,Yes,In person early
0.0875295481053674,62,NAorMissing,NAorMissing,Yes,In person early
0.89256380816633,85,yes,Republican,Yes,Voted by mail or absentee
0.225624910197905,61,yes,Republican,Yes,In person early
3.00430005302829,46,yes,Independent,Yes,In person early
0.283444504171606,68,yes,Independent,Yes,Voted by mail or absentee
0.965497593115727,88,yes,Independent,Yes,In person early
0.508675267328198,90,yes,Independent,Yes,In person on election day
0.349635714307234,64,yes,Democrat,Yes,In person early
0.225624910197905,57,yes,Independent,Yes,In person early
0.900011585997883,41,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
0.762730667429305,78,yes,Republican,Yes,Voted by mail or absentee
0.824375457500856,32,yes,Independent,Yes,In person early
1.30281292714237,60,yes,Independent,Yes,In person early
0.545462408968222,67,yes,Republican,Yes,In person early
0.403897941912543,64,yes,Republican,Yes,In person early
0.17905477832496,63,yes,Independent,Yes,Voted by mail or absentee
0.383050752187326,77,yes,Democrat,Yes,Voted by mail or absentee
0.107173732623884,51,yes,Independent,Yes,Voted by mail or absentee
0.334468512413705,57,yes,Democrat,Yes,In person early
0.901490725035851,54,yes,Republican,Yes,In person early
0.964514051903742,69,yes,Republican,Yes,In person on election day
0.711756662366182,68,yes,Republican,Yes,In person early
1.76494666678733,35,yes,Independent,Yes,In person early
0.401661928044622,69,yes,Republican,Yes,In person early
0.267276492926283,59,yes,Independent,Yes,Voted by mail or absentee
0.440055304509992,52,yes,Democrat,Yes,In person on election day
0.741420593892362,67,yes,Independent,Yes,In person early
0.478727932327708,75,yes,Democrat,Yes,In person on election day
1.48281458707594,31,yes,Independent,Yes,In person early
0.114421068645349,65,yes,Democrat,Yes,In person early
2.80832577482041,49,yes,Independent,Yes,In person early
0.155741525316331,57,yes,Democrat,Yes,In person early
0.356993737030726,81,yes,Independent,Yes,In person on election day
0.907261010214777,63,yes,Independent,Yes,Voted by mail or absentee
1.11889883326226,65,yes,Independent,Yes,Voted by mail or absentee
0.515527475358707,58,yes,Independent,Yes,Voted by mail or absentee
2.40535830443334,54,yes,Democrat,Yes,In person early
1.59508036554043,35,yes,Independent,Yes,In person early
0.788029387693134,38,yes,Independent,Yes,In person early
1.29801319857887,74,yes,Independent,Yes,Voted by mail or absentee
0.191993633111679,72,yes,Republican,Yes,Voted by mail or absentee
0.0876295411465272,65,no,NAorMissing,Yes,In person on election day
0.725655968382795,58,yes,Republican,Yes,In person early
1.6857245023072,38,yes,Democrat,Yes,In person early
0.702059918466487,72,yes,Republican,Yes,Voted by mail or absentee
0.459619534617801,58,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
1.20930253943741,65,yes,Democrat,Yes,Voted by mail or absentee
0.577661598011985,57,yes,Independent,Yes,In person early
0.593904855708593,66,NAorMissing,NAorMissing,Yes,In person early
0.152829021525729,81,yes,Democrat,Yes,In person early
1.36042421759356,55,yes,Independent,Yes,Voted by mail or absentee
0.446162480054557,72,yes,Independent,Yes,In person on election day
0.692887684602002,80,yes,Republican,Yes,In person early
1.2386270014721,55,yes,Republican,No,Dontknow_skipped_notasked
0.77862227388316,64,yes,Independent,Yes,In person early
1.50913842479441,55,yes,Republican,Yes,In person on election day
0.329076818642192,72,yes,Democrat,Yes,In person on election day
1.63978117013384,58,NAorMissing,NAorMissing,No,Dontknow_skipped_notasked
0.478727932327708,79,yes,Independent,Yes,Voted by mail or absentee
0.191993633111679,90,yes,Independent,Yes,Voted by mail or absentee
0.191993633111679,82,yes,Democrat,Yes,In person on election day
0.630411320819468,70,yes,Independent,Yes,In person early
0.641514912932874,65,yes,Independent,Yes,In person on election day
0.311393552007579,68,yes,Independent,Yes,In person on election day
0.478727932327708,81,yes,Democrat,Yes,Voted by mail or absentee
1.44602325689688,46,yes,Republican,Yes,In person early
1.18797850922634,51,yes,Independent,Yes,Voted by mail or absentee
0.561305442573833,67,yes,Democrat,Yes,In person early
0.680624553304246,60,yes,Independent,Yes,Voted by mail or absentee
0.750323700854677,39,no,NAorMissing,Yes,In person on election day
0.607599513789028,65,yes,Republican,Yes,In person early
2.65429249439294,39,yes,Independent,Yes,Voted by mail or absentee
1.02604309504154,60,yes,Democrat,Yes,In person early
0.64652904296694,63,yes,Republican,Yes,Voted by mail or absentee
2.48614426116467,23,yes,Republican,Yes,In person early
0.363797062746897,60,yes,Independent,Yes,Voted by mail or absentee
0.206007271136738,77,yes,Independent,Yes,In person on election day
1.21991740052265,83,yes,Republican,Yes,In person early
0.622485970617735,63,yes,Independent,Yes,Voted by mail or absentee
0.234356129245206,64,yes,Independent,Yes,Voted by mail or absentee
0.711756662366182,68,yes,Democrat,Yes,In person early
0.39370774025951,49,NAorMissing,NAorMissing,Yes,Voted by mail or absentee
0.900412623755621,39,yes,Republican,Yes,In person on election day
0.503380874135046,60,yes,Independent,Yes,In person early
0.352107123929395,60,yes,Democrat,Yes,In person early
1.35827771821808,63,yes,Independent,Yes,Voted by mail or absentee
0.962142777238119,64,yes,Independent,Yes,Voted by mail or absentee
0.906385276238306,47,yes,Independent,Yes,Voted by mail or absentee
5.5462477160417,37,yes,Independent,Yes,In person on election day
0.454665118502481,64,yes,Independent,Yes,In person on election day
0.59785409283737,59,yes,Independent,Yes,In person on election day
2.54923990124812,48,yes,Independent,Yes,Voted by mail or absentee
0.525132239027042,58,yes,Democrat,Yes,Voted by mail or absentee
1.67741743754707,67,yes,Independent,Yes,Voted by mail or absentee
1.29693667419935,62,yes,Independent,Yes,Voted by mail or absentee
0.354242357277416,65,yes,Democrat,Yes,Voted by mail or absentee
0.384575418694623,64,yes,Republican,Yes,In person early
0.354242357277416,67,yes,Independent,Yes,Voted by mail or absentee
0.570326987328088,76,yes,Independent,Yes,In person early
0.641514912932874,66,yes,Independent,Yes,Voted by mail or absentee
1.68515264752792,50,yes,Independent,Yes,Voted by mail or absentee
0.439234841558818,63,yes,Republican,Yes,Voted by mail or absentee
0.454665118502481,52,yes,Independent,Yes,Voted by mail or absentee
0.626828066775407,65,yes,Republican,Yes,In person on election day
1.26970133107824,49,yes,Independent,Yes,In person early
0.04164089088891,64,yes,Republican,Yes,In person on election day
2.54923990124812,44,yes,Independent,Yes,Voted by mail or absentee
1.45843264723776,36,yes,Independent,Yes,In person on election day
0.59785409283737,68,yes,Republican,Yes,Voted by mail or absentee
1.35411793640366,44,yes,Independent,Yes,Voted by mail or absentee
6.70986690460108,35,yes,Independent,Yes,Voted by mail or absentee
0.742267586725828,58,yes,Democrat,Yes,In person early
0.710490505547088,87,yes,Republican,Yes,In person early
0.949087481683088,76,yes,Independent,Yes,In person early
0.514644154721155,69,yes,Democrat,Yes,In person early
0.531107084602691,68,yes,Republican,Yes,In person early
1.21292009078042,80,yes,Independent,Yes,Voted by mail or absentee
0.684263689878972,68,yes,Democrat,Yes,Voted by mail or absentee
0.143743095744697,65,yes,Republican,Yes,Voted by mail or absentee
1.1246238442869,61,yes,Republican,Yes,Voted by mail or absentee
0.420180828344536,61,yes,Independent,Yes,Voted by mail or absentee
4.18373644700884,35,yes,Independent,Yes,Voted by mail or absentee
4.16897095027486,28,yes,Democrat,Yes,In person early
0.974823732854136,59,yes,Independent,Yes,In person early
0.354242357277416,65,yes,Independent,Yes,Voted by mail or absentee
0.890644941428989,70,yes,Democrat,Yes,Voted by mail or absentee
0.613094459572905,65,yes,Independent,Yes,Voted by mail or absentee
0.876964438365598,47,yes,Independent,Yes,In person on election day
0.343896525082881,56,yes,Democrat,Yes,In person early
0.895212819931871,58,yes,Democrat,Yes,In person on election day
